AREA_TITLE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
"Los Angeles-Long Beach-Anaheim, CA",All Occupations,total,5191880,0.5,1000,1,24.1,50120,0.7,8.98,11.1,17.75,30.19,46.51,18680,23090,36920,62790,96730,,
"Los Angeles-Long Beach-Anaheim, CA",Management Occupations,major,292740,1.1,56.384,1.19,58.35,121360,1,24.91,34.97,51.44,72.4,#,51810,72730,106990,150590,#,,
"Los Angeles-Long Beach-Anaheim, CA",Chief Executives,,12050,3.4,2.321,1.079,102.82,213860,2.8,53.73,78.19,#,#,#,111760,162630,#,#,#,,
"Los Angeles-Long Beach-Anaheim, CA",General and Operations Managers,,89400,1.5,17.219,1.281,63.24,131540,0.9,27.13,36.27,54.22,#,#,56430,75440,112770,#,#,,
"Los Angeles-Long Beach-Anaheim, CA",Legislators,,580,3.5,0.111,0.215,*,59740,5.2,*,*,*,*,*,31130,41620,60170,80090,89690,True,
"Los Angeles-Long Beach-Anaheim, CA",Advertising and Promotions Managers,,1910,8.4,0.369,1.455,49.19,102310,3.5,25.56,31.93,42.09,62.03,78.13,53150,66410,87550,129020,162510,,
"Los Angeles-Long Beach-Anaheim, CA",Marketing Managers,,9900,4.3,1.906,1.472,65.66,136580,1.8,31.83,43.98,60.82,#,#,66210,91470,126490,#,#,,
"Los Angeles-Long Beach-Anaheim, CA",Sales Managers,,21800,3.1,4.199,1.671,59.86,124500,1.6,25.97,34.99,52.11,76.02,#,54010,72770,108380,158120,#,,
"Los Angeles-Long Beach-Anaheim, CA",Public Relations and Fundraising Managers,,2320,8.2,0.447,1.063,54.59,113540,3.7,30.41,37.78,48.06,62.29,#,63260,78580,99970,129570,#,,
"Los Angeles-Long Beach-Anaheim, CA",Administrative Services Managers,,11450,2.6,2.205,1.166,46.09,95860,1.4,24.67,32.88,42.87,55.28,70.34,51310,68380,89170,114980,146300,,
"Los Angeles-Long Beach-Anaheim, CA",Computer and Information Systems Managers,,12500,3.8,2.407,1.06,64.45,134050,1.3,37.86,49.85,61.98,75.45,#,78750,103690,128910,156930,#,,
"Los Angeles-Long Beach-Anaheim, CA",Financial Managers,,25420,2,4.896,1.299,64.48,134130,1.2,32.42,43.25,57.71,78.31,#,67440,89970,120040,162880,#,,
"Los Angeles-Long Beach-Anaheim, CA",Industrial Production Managers,,7000,5.7,1.349,1.196,46.71,97150,1.9,24.25,32.74,42.56,55.71,73.12,50430,68100,88530,115880,152090,,
"Los Angeles-Long Beach-Anaheim, CA",Purchasing Managers,,3240,5.3,0.624,1.216,51.73,107610,3.3,29.59,37.21,47.92,61.74,78.15,61540,77390,99670,128420,162550,,
"Los Angeles-Long Beach-Anaheim, CA","Transportation, Storage, and Distribution Managers",,3760,4.4,0.724,1.019,43.33,90130,1.2,28.05,33.37,41.1,50.97,62.8,58340,69410,85480,106010,130630,,
"Los Angeles-Long Beach-Anaheim, CA",Compensation and Benefits Managers,,1200,6.7,0.231,0.984,49.73,103440,1.9,27.82,35.28,46.32,60.69,76.23,57870,73380,96350,126240,158550,,
"Los Angeles-Long Beach-Anaheim, CA",Human Resources Managers,,3180,4.6,0.612,1.149,58.31,121290,1.7,35.06,42.01,53.49,68.32,#,72920,87390,111260,142110,#,,
"Los Angeles-Long Beach-Anaheim, CA",Training and Development Managers,,940,5.6,0.181,0.82,50.08,104170,2.3,29.2,37.51,48.24,58.25,74.72,60730,78020,100340,121160,155420,,
"Los Angeles-Long Beach-Anaheim, CA","Farmers, Ranchers, and Other Agricultural Managers",,30,23.7,0.006,0.207,42.02,87410,9.8,18.76,27.7,37.12,47.04,68.59,39030,57620,77200,97840,142670,,
"Los Angeles-Long Beach-Anaheim, CA",Construction Managers,,6700,8.9,1.29,0.856,52.36,108910,2.1,30.6,38.17,48.52,63.15,79.71,63640,79390,100910,131340,165790,,
"Los Angeles-Long Beach-Anaheim, CA","Education Administrators, Preschool and Childcare Center/Program",,2430,9.7,0.468,1.173,28.43,59140,7,13.1,15.75,22.56,33.47,52.51,27260,32760,46930,69610,109210,,
"Los Angeles-Long Beach-Anaheim, CA","Education Administrators, Elementary and Secondary School",,7340,7.3,1.414,0.809,*,109340,2.3,*,*,*,*,*,73930,97590,113010,126580,138080,True,
"Los Angeles-Long Beach-Anaheim, CA","Education Administrators, Postsecondary",,3480,4.9,0.67,0.772,48.48,100840,2.6,24.85,32.69,43.81,60.07,76.95,51690,68000,91120,124950,160050,,
"Los Angeles-Long Beach-Anaheim, CA","Education Administrators, All Other",,1530,12,0.294,1.33,40.71,84670,3.8,21.08,27.35,37.63,52.7,63.26,43850,56890,78280,109610,131580,,
"Los Angeles-Long Beach-Anaheim, CA",Architectural and Engineering Managers,,9780,5.6,1.885,1.371,66.16,137600,2.1,38.38,50.43,63.51,78.04,#,79830,104890,132100,162320,#,,
"Los Angeles-Long Beach-Anaheim, CA",Food Service Managers,,10700,5.5,2.061,1.402,25.01,52030,1.9,16.28,19.44,23.34,29.13,36.08,33870,40440,48540,60590,75050,,
"Los Angeles-Long Beach-Anaheim, CA",Gaming Managers,,70,33.1,0.014,0.551,44.13,91800,7.7,27.64,34.51,41.74,52.92,61.31,57490,71780,86810,110080,127520,,
"Los Angeles-Long Beach-Anaheim, CA",Lodging Managers,,970,9.5,0.188,0.799,29.01,60340,3,15.84,17.72,25.6,34.46,45.6,32960,36860,53240,71680,94850,,
"Los Angeles-Long Beach-Anaheim, CA",Medical and Health Services Managers,,9410,4.1,1.813,0.814,49.97,103940,1.8,25.32,34.89,47.32,61.04,75.55,52670,72580,98440,126960,157140,,
"Los Angeles-Long Beach-Anaheim, CA",Natural Sciences Managers,,1380,9.5,0.267,0.739,69.27,144080,2.6,41.92,49.91,63.8,#,#,87190,103800,132710,#,#,,
"Los Angeles-Long Beach-Anaheim, CA",Postmasters and Mail Superintendents,,110,0,0.021,0.106,43.09,89630,2.3,35.48,39.37,41.86,48.99,50.2,73800,81880,87070,101890,104410,,
"Los Angeles-Long Beach-Anaheim, CA","Property, Real Estate, and Community Association Managers",,11390,6.3,2.194,1.896,33.66,70000,3.1,14.75,20.79,29.44,39.61,58.06,30680,43250,61230,82400,120770,,
"Los Angeles-Long Beach-Anaheim, CA",Social and Community Service Managers,,5060,5.2,0.975,1.064,33.64,69980,4.5,17.5,22.68,32.32,41.6,53.37,36390,47180,67230,86520,111010,,
"Los Angeles-Long Beach-Anaheim, CA",Emergency Management Directors,,190,5.7,0.037,0.398,42.23,87830,2,27.19,33.31,41.03,50.58,62.67,56560,69280,85340,105200,130360,,
"Los Angeles-Long Beach-Anaheim, CA","Managers, All Other",,15500,7.9,2.986,1.107,61.67,128280,5.7,29.92,41.19,56.31,75.65,#,62240,85660,117120,157360,#,,
