AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,99120,0,1000,1,,,29.12,60560,0.3,13.53,16.57,22.38,32.12,49.25,28140,34460,46550,66800,102440,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,11-0000,Management Occupations,major,6270,1,63.206,0.95,,,59.12,122980,1.5,25.38,35.38,49.03,66.09,97.95,52780,73590,101990,137460,203730,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,11-1011,Chief Executives,detailed,110,6.8,1.074,0.8,,,93.79,195090,4.1,27.4,42.31,62.59,95.76,#,56990,87990,130180,199170,#,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,11-1021,General and Operations Managers,detailed,2030,1.6,20.455,0.9,,,56.66,117860,4.1,22.86,30.35,42.44,63.17,98.36,47540,63120,88270,131390,204600,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,11-1031,Legislators,detailed,70,26.4,0.695,2.4,,,*,*,*,*,*,*,*,*,*,*,*,*,*,True,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,11-2021,Marketing Managers,detailed,120,5,1.26,0.57,,,65.17,135550,4.6,29.43,45.29,63.24,78.67,95.13,61210,94200,131540,163630,197860,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,11-2022,Sales Managers,detailed,180,5.5,1.812,0.5,,,73,151840,3.2,24.98,47.57,64.95,82.17,#,51960,98950,135100,170910,#,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,11-2032,Public Relations Managers,detailed,60,5.5,0.64,1.47,,,66.96,139280,1.5,36.11,45.27,59.76,72.73,105.09,75100,94150,124300,151290,218590,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,11-2033,Fundraising Managers,detailed,90,1.8,0.945,5.33,,,76.24,158580,1.1,40.9,49.37,69.63,78.43,107.85,85070,102690,144830,163130,224330,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,11-3012,Administrative Services Managers,detailed,110,8.1,1.104,0.69,,,54.6,113570,3.7,28.46,38.02,49.7,63.51,83.7,59200,79090,103380,132100,174100,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,11-3013,Facilities Managers,detailed,130,7.9,1.307,1.65,,,44.81,93200,1.8,26.15,31.25,41.29,50.13,65.81,54390,65000,85890,104260,136880,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,11-3021,Computer and Information Systems Managers,detailed,300,5.9,3.062,0.85,,,71.01,147690,0.9,45.57,50.69,65.4,80.6,102.51,94780,105440,136020,167640,213210,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,11-3031,Financial Managers,detailed,500,2.4,5.054,1.01,,,70.83,147320,1.4,34.61,45.64,62.5,80.66,#,71990,94920,130000,167780,#,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,11-3051,Industrial Production Managers,detailed,130,5.5,1.305,0.91,,,56.39,117300,1.4,35.66,43.27,51.92,66.03,81.25,74170,90000,108000,137330,168990,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,11-3061,Purchasing Managers,detailed,80,4.4,0.825,1.63,,,64.31,133760,1.4,38.36,48.76,61.2,76.11,92.71,79780,101420,127300,158310,192830,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,11-3071,"Transportation, Storage, and Distribution Managers",detailed,50,8.9,0.515,0.45,,,71.54,148790,4.2,37.5,49.97,62.2,83.33,#,78000,103930,129380,173320,#,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,11-3121,Human Resources Managers,detailed,120,9.4,1.225,1,,,64.43,134020,1.7,36.81,46.76,56.45,71.53,96.55,76570,97250,117410,148780,200830,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,11-3131,Training and Development Managers,detailed,40,6.4,0.366,1.37,,,60.41,125660,3.4,38.38,45.88,59.13,74.55,90.64,79840,95430,122990,155060,188540,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,11-9021,Construction Managers,detailed,140,10.5,1.379,0.67,,,47.9,99630,3.8,30,31.25,44.89,58.49,78.83,62400,65000,93380,121660,163960,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,80,12.8,0.776,1.91,,,25.44,52910,4.8,16.82,18.39,22.38,29.69,37.67,34990,38240,46550,61760,78340,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,290,2.7,2.969,1.54,,,*,91510,1.3,*,*,*,*,*,62500,77610,97880,102600,122760,True,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,11-9033,"Education Administrators, Postsecondary",detailed,330,1.1,3.315,2.93,,,*,*,*,*,*,*,*,*,*,*,*,*,*,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,11-9039,"Education Administrators, All Other",detailed,30,21.2,0.316,0.93,,,31.14,64770,6.4,19.55,23.34,26,35.86,49.08,40660,48560,54080,74580,102080,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,11-9041,Architectural and Engineering Managers,detailed,160,5.7,1.636,1.23,,,67.7,140810,2,42.76,59.42,62.71,77.51,98.64,88940,123590,130430,161220,205160,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,11-9051,Food Service Managers,detailed,130,7.5,1.353,0.87,,,35.25,73320,3.5,23.01,28.89,30.88,40.16,51.99,47860,60090,64230,83530,108130,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,11-9081,Lodging Managers,detailed,30,34.7,0.319,1.18,,,33.98,70670,7.3,23.99,24.13,27.83,38.04,59.85,49890,50190,57880,79120,124490,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,11-9111,Medical and Health Services Managers,detailed,430,2.3,4.376,1.36,,,75.84,157750,1.1,37.57,48.04,61.49,77.61,#,78150,99920,127900,161420,#,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,11-9121,Natural Sciences Managers,detailed,50,13.3,0.482,0.86,,,87.02,181010,7.4,48.33,57.31,79.86,105.76,#,100530,119210,166110,219980,#,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,11-9131,Postmasters and Mail Superintendents,detailed,50,0,0.504,5.54,,,37.87,78770,0,33.38,36.16,36.44,39.42,43.55,69420,75210,75800,81990,90570,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,11-9141,"Property, Real Estate, and Community Association Managers",detailed,100,17.7,1.005,0.57,,,31.22,64930,7.5,18.76,23.58,28.35,33.91,46.62,39020,49050,58960,70540,96960,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,11-9151,Social and Community Service Managers,detailed,180,10.4,1.825,1.66,,,35.02,72830,2.3,21.39,25.24,30,37.15,46.89,44480,52500,62400,77280,97530,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,11-9199,"Managers, All Other",detailed,70,5.7,0.756,0.21,,,56.43,117370,3.2,28.92,39.11,59.35,67.27,81.66,60150,81360,123450,139920,169860,,
3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,13-0000,Business and Financial Operations Occupations,major,4810,1.4,48.548,0.74,,,36.21,75310,1.4,21.26,25.63,31.62,41.09,52.99,44220,53300,65770,85470,110220,,
