PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",00-0000,All Occupations,total,5783690,0.4,1000,1,26.75,55650,0.7,10.19,12.11,19.08,32.89,52.04,21190,25180,39680,68420,108250,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",11-0000,Management Occupations,major,330970,1.1,57.225,1.13,61.8,128530,0.6,23.23,34.88,53.29,77.6,#,48320,72550,110850,161410,#,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",11-1011,Chief Executives,detailed,11400,4.9,1.971,1.24,110.04,228890,2,46.23,72.97,#,#,#,96150,151770,#,#,#,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",11-1021,General and Operations Managers,detailed,99260,1.5,17.163,1.1,66.78,138890,0.9,23.7,35.49,55.15,86.76,#,49290,73820,114720,180470,#,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",11-1031,Legislators,detailed,690,6.9,0.119,0.31,*,71260,2.1,*,*,*,*,*,42920,52880,63270,90380,111850,True,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",11-2011,Advertising and Promotions Managers,detailed,1720,14.1,0.297,1.44,57.35,119280,4.7,20.13,31.21,48.55,70.42,#,41880,64930,100980,146470,#,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",11-2021,Marketing Managers,detailed,10550,3.6,1.824,1.24,70.41,146440,1.3,33.38,44.97,65.39,88.29,#,69420,93530,136000,183650,#,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",11-2022,Sales Managers,detailed,27110,2.9,4.688,1.8,62.88,130800,1.6,21.72,32.89,53.46,79.76,#,45180,68400,111200,165900,#,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",11-2031,Public Relations and Fundraising Managers,detailed,2410,8.2,0.416,0.91,63.23,131520,3,32.55,44.06,58.55,75.66,98.11,67700,91650,121790,157370,204060,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",11-3011,Administrative Services Managers,detailed,15860,3.1,2.742,1.45,51.51,107130,1.7,27.24,35.02,47.59,62.25,79.63,56650,72840,98980,129480,165640,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",11-3021,Computer and Information Systems Managers,detailed,13830,3.5,2.39,0.95,72.98,151790,1.2,41.64,54.21,69.4,86.14,#,86610,112760,144350,179170,#,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",11-3031,Financial Managers,detailed,26540,4.1,4.59,1.19,73.53,152940,1.3,35.86,46.88,65.56,90.51,#,74580,97500,136370,188250,#,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",11-3051,Industrial Production Managers,detailed,7540,3.4,1.303,1.09,52.73,109680,1.8,26.34,33.88,46.72,63.46,85.03,54790,70460,97170,131990,176860,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",11-3061,Purchasing Managers,detailed,3420,5.2,0.591,1.16,56.92,118400,4.1,23.42,36.59,53.1,72.71,92.28,48720,76100,110450,151250,191940,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",11-3071,"Transportation, Storage, and Distribution Managers",detailed,6520,5.3,1.127,1.4,47.81,99440,2.5,25.5,32.5,43.1,56.86,75.71,53040,67600,89650,118260,157480,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",11-3111,Compensation and Benefits Managers,detailed,520,7.3,0.09,0.83,70.44,146500,2.9,37.01,49,68.4,85.64,#,76970,101920,142280,178130,#,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",11-3121,Human Resources Managers,detailed,5690,4.3,0.984,1.06,63.63,132350,4,31.59,42.06,58.14,76.15,#,65700,87480,120930,158390,#,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",11-3131,Training and Development Managers,detailed,1180,6.6,0.204,0.87,56.55,117620,2.6,28.23,39.43,54.7,66.58,85.43,58710,82020,113770,138480,177690,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",11-9013,"Farmers, Ranchers, and Other Agricultural Managers",detailed,40,43.6,0.008,0.24,38.98,81070,7,26.6,31.81,35.58,39.4,58.78,55320,66170,74010,81960,122260,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",11-9021,Construction Managers,detailed,11140,5.7,1.926,1.08,48.39,100640,2.6,25.18,33.21,43.96,61.14,78.47,52380,69080,91440,127180,163230,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",11-9031,"Education Administrators, Preschool and Childcare Center/Program",detailed,2080,6.7,0.359,1.04,26.78,55700,3.3,17.44,19.94,23.14,29.91,41.43,36280,41470,48130,62210,86180,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",11-9032,"Education Administrators, Elementary and Secondary School",detailed,5820,4.8,1.007,0.58,*,115680,1.3,*,*,*,*,*,78700,102290,117750,132420,153520,True,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",11-9033,"Education Administrators, Postsecondary",detailed,5490,8.9,0.949,0.96,60.7,126250,3.1,32.14,41.29,54.8,72.29,96.11,66860,85880,113980,150350,199910,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",11-9039,"Education Administrators, All Other",detailed,1400,11.1,0.241,0.99,41.54,86400,4.5,22.3,27.1,37.15,51.36,71,46380,56360,77270,106840,147680,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",11-9041,Architectural and Engineering Managers,detailed,8910,4.7,1.541,1.21,74.9,155790,2.1,43.12,56.46,71.67,89.58,#,89700,117440,149070,186330,#,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",11-9051,Food Service Managers,detailed,12860,5.3,2.223,1.55,24.56,51080,2.7,11.92,16.25,22.1,30.37,39.15,24790,33790,45970,63170,81440,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",11-9081,Lodging Managers,detailed,1230,6.1,0.213,0.84,28.69,59680,3.8,14.67,18.03,27.1,34.44,41.67,30510,37510,56360,71630,86680,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",11-9111,Medical and Health Services Managers,detailed,12280,6.2,2.123,0.9,53.1,110450,2.5,24.65,34.87,51.1,65.09,80.49,51270,72540,106300,135390,167420,,
